7,2,0,bad_degree.g6,1
7,2,10,bad_degree.g6,15
7,2,10,thin_layer_splits.g6,133
7,2,11,bad_degree.g6,9
7,2,11,thin_layer_splits.g6,139
7,2,12,bad_degree.g6,5
7,2,12,thin_layer_splits.g6,126
7,2,13,bad_degree.g6,2
7,2,13,thin_layer_splits.g6,95
7,2,14,bad_degree.g6,1
7,2,14,thin_layer_splits.g6,64
7,2,15,bad_degree.g6,1
7,2,15,thin_layer_splits.g6,40
7,2,16,thin_layer_splits.g6,21
7,2,17,thin_layer_splits.g6,10
7,2,18,thin_layer_splits.g6,5
7,2,19,thin_layer_splits.g6,2
7,2,1,bad_degree.g6,1
7,2,20,thin_layer_splits.g6,1
7,2,21,thin_layer_splits.g6,1
7,2,2,bad_degree.g6,2
7,2,3,bad_degree.g6,5
7,2,4,bad_degree.g6,9
7,2,4,fail_scc_down.g6,1
7,2,5,bad_degree.g6,15
7,2,5,fail_scc_down.g6,6
7,2,6,bad_degree.g6,22
7,2,6,thin_layer_bot_half.g6,1
7,2,6,thin_layer_splits.g6,18
7,2,7,bad_degree.g6,24
7,2,7,thin_layer_splits.g6,41
7,2,8,bad_degree.g6,24
7,2,8,thin_layer_splits.g6,73
7,2,9,bad_degree.g6,21
7,2,9,thin_layer_splits.g6,110
7,3,0,bad_degree.g6,1
7,3,10,bad_degree.g6,366
7,3,10,fail_scc_down.g6,33389
7,3,10,pass_sdepth_up.g6,155
7,3,10,splits.g6,5523
7,3,11,bad_degree.g6,321
7,3,11,fail_scc_down.g6,70240
7,3,11,pass_sdepth_up.g6,847
7,3,11,splits.g6,16251
7,3,12,bad_degree.g6,254
7,3,12,fail_scc_down.g6,124375
7,3,12,pass_sdepth_up.g6,3673
7,3,12,splits.g6,44631
7,3,13,bad_degree.g6,163
7,3,13,fail_scc_down.g6,175312
7,3,13,pass_sdepth_up.g6,13103
7,3,13,splits.g6,114699
7,3,14,bad_degree.g6,95
7,3,14,fail_scc_down.g6,178476
7,3,14,pass_sdepth_up.g6,34468
7,3,14,splits.g6,260788
7,3,15,bad_degree.g6,44
7,3,15,fail_scc_down.g6,117007
7,3,15,pass_sdepth_up.g6,10921
7,3,15,splits.g6,391987
7,3,15,thin_layer_bot_half.g6,43354
7,3,15,thin_layer_splits.g6,97637
7,3,16,bad_degree.g6,21
7,3,16,fail_scc_down.g6,83695
7,3,16,pass_sdepth_up.g6,1957
7,3,16,splits.g6,445117
7,3,16,thin_layer_bot_half.g6,20122
7,3,16,thin_layer_splits.g6,273498
7,3,17,bad_degree.g6,7
7,3,17,fail_scc_down.g6,49053
7,3,17,pass_sdepth_up.g6,234
7,3,17,splits.g6,412897
7,3,17,thin_layer_bot_half.g6,5309
7,3,17,thin_layer_splits.g6,452946
7,3,18,bad_degree.g6,3
7,3,18,fail_scc_down.g6,23650
7,3,18,pass_sdepth_up.g6,21
7,3,18,splits.g6,323012
7,3,18,thin_layer_bot_half.g6,925
7,3,18,thin_layer_splits.g6,572835
7,3,19,bad_degree.g6,1
7,3,19,fail_scc_down.g6,9224
7,3,19,pass_sdepth_up.g6,1
7,3,19,splits.g6,215816
7,3,19,thin_layer_bot_half.g6,129
7,3,19,thin_layer_splits.g6,599239
7,3,1,bad_degree.g6,1
7,3,20,bad_degree.g6,1
7,3,20,fail_scc_down.g6,2915
7,3,20,splits.g6,123818
7,3,20,thin_layer_bot_half.g6,16
7,3,20,thin_layer_splits.g6,534200
7,3,21,fail_scc_down.g6,716
7,3,21,splits.g6,61061
7,3,21,thin_layer_bot_half.g6,3
7,3,21,thin_layer_splits.g6,412047
7,3,22,fail_scc_down.g6,143
7,3,22,splits.g6,25907
7,3,22,thin_layer_splits.g6,277227
7,3,23,fail_scc_down.g6,21
7,3,23,splits.g6,9435
7,3,23,thin_layer_splits.g6,163477
7,3,24,fail_scc_down.g6,3
7,3,24,splits.g6,2967
7,3,24,thin_layer_splits.g6,84689
7,3,25,splits.g6,805
7,3,25,thin_layer_splits.g6,38628
7,3,26,splits.g6,199
7,3,26,thin_layer_splits.g6,15510
7,3,27,splits.g6,43
7,3,27,thin_layer_splits.g6,5514
7,3,28,splits.g6,10
7,3,28,thin_layer_splits.g6,1750
7,3,29,splits.g6,2
7,3,29,thin_layer_splits.g6,507
7,3,2,bad_degree.g6,3
7,3,30,splits.g6,1
7,3,30,thin_layer_splits.g6,136
7,3,31,thin_layer_splits.g6,38
7,3,32,thin_layer_splits.g6,10
7,3,33,thin_layer_splits.g6,3
7,3,34,thin_layer_splits.g6,1
7,3,35,thin_layer_splits.g6,1
7,3,3,bad_degree.g6,8
7,3,3,fail_scc_down.g6,2
7,3,4,bad_degree.g6,24
7,3,4,fail_scc_down.g6,14
7,3,5,bad_degree.g6,52
7,3,5,fail_scc_down.g6,77
7,3,5,splits.g6,8
7,3,6,bad_degree.g6,109
7,3,6,fail_scc_down.g6,352
7,3,6,pass_sdepth_up.g6,1
7,3,6,splits.g6,47
7,3,7,bad_degree.g6,181
7,3,7,fail_scc_down.g6,1400
7,3,7,pass_sdepth_up.g6,3
7,3,7,splits.g6,176
7,3,8,bad_degree.g6,271
7,3,8,fail_scc_down.g6,4711
7,3,8,pass_sdepth_up.g6,7
7,3,8,splits.g6,568
7,3,9,bad_degree.g6,332
7,3,9,fail_scc_down.g6,13533
7,3,9,pass_sdepth_up.g6,29
7,3,9,splits.g6,1815
7,4,0,bad_degree.g6,1
7,4,10,bad_degree.g6,366
7,4,10,fail_scc_down.g6,36786
7,4,10,pass_sdepth_up.g6,65
7,4,10,splits.g6,2216
7,4,11,bad_degree.g6,321
7,4,11,fail_scc_down.g6,81907
7,4,11,pass_sdepth_up.g6,183
7,4,11,splits.g6,5248
7,4,12,bad_degree.g6,254
7,4,12,fail_scc_down.g6,161435
7,4,12,pass_sdepth_up.g6,314
7,4,12,splits.g6,10930
7,4,13,bad_degree.g6,163
7,4,13,fail_scc_down.g6,281718
7,4,13,pass_sdepth_up.g6,613
7,4,13,splits.g6,20783
7,4,14,bad_degree.g6,95
7,4,14,fail_scc_down.g6,434976
7,4,14,pass_sdepth_up.g6,1376
7,4,14,splits.g6,37380
7,4,15,bad_degree.g6,44
7,4,15,fail_scc_down.g6,593547
7,4,15,pass_sdepth_up.g6,3114
7,4,15,splits.g6,64245
7,4,16,bad_degree.g6,21
7,4,16,fail_scc_down.g6,710819
7,4,16,pass_sdepth_up.g6,6768
7,4,16,splits.g6,106802
7,4,17,bad_degree.g6,7
7,4,17,fail_scc_down.g6,735277
7,4,17,pass_sdepth_up.g6,14423
7,4,17,splits.g6,170739
7,4,18,bad_degree.g6,3
7,4,18,fail_scc_down.g6,633773
7,4,18,pass_sdepth_up.g6,29185
7,4,18,splits.g6,257485
7,4,19,bad_degree.g6,1
7,4,19,fail_scc_down.g6,423270
7,4,19,pass_sdepth_up.g6,50377
7,4,19,splits.g6,350762
7,4,1,bad_degree.g6,1
7,4,20,bad_degree.g6,1
7,4,20,fail_scc_down.g6,199410
7,4,20,pass_sdepth_up.g6,13802
7,4,20,splits.g6,326728
7,4,20,thin_layer_pass_sdepth_up.g6,42416
7,4,20,thin_layer_splits.g6,78593
7,4,21,fail_scc_down.g6,84587
7,4,21,pass_sdepth_up.g6,1985
7,4,21,splits.g6,221104
7,4,21,thin_layer_pass_sdepth_up.g6,18321
7,4,21,thin_layer_splits.g6,147830
7,4,22,fail_scc_down.g6,29545
7,4,22,pass_sdepth_up.g6,149
7,4,22,splits.g6,117544
7,4,22,thin_layer_pass_sdepth_up.g6,4265
7,4,22,thin_layer_splits.g6,151774
7,4,23,fail_scc_down.g6,8563
7,4,23,pass_sdepth_up.g6,8
7,4,23,splits.g6,51185
7,4,23,thin_layer_pass_sdepth_up.g6,595
7,4,23,thin_layer_splits.g6,112582
7,4,24,fail_scc_down.g6,2062
7,4,24,splits.g6,18623
7,4,24,thin_layer_pass_sdepth_up.g6,52
7,4,24,thin_layer_splits.g6,66922
7,4,25,fail_scc_down.g6,409
7,4,25,splits.g6,5715
7,4,25,thin_layer_pass_sdepth_up.g6,5
7,4,25,thin_layer_splits.g6,33304
7,4,26,fail_scc_down.g6,68
7,4,26,splits.g6,1494
7,4,26,thin_layer_splits.g6,14147
7,4,27,fail_scc_down.g6,9
7,4,27,splits.g6,344
7,4,27,thin_layer_splits.g6,5204
7,4,28,fail_scc_down.g6,1
7,4,28,splits.g6,72
7,4,28,thin_layer_splits.g6,1687
7,4,29,splits.g6,14
7,4,29,thin_layer_splits.g6,495
7,4,2,bad_degree.g6,3
7,4,30,splits.g6,3
7,4,30,thin_layer_splits.g6,134
7,4,31,splits.g6,1
7,4,31,thin_layer_splits.g6,37
7,4,32,thin_layer_splits.g6,10
7,4,33,thin_layer_splits.g6,3
7,4,34,thin_layer_splits.g6,1
7,4,35,thin_layer_splits.g6,1
7,4,3,bad_degree.g6,8
7,4,3,fail_scc_down.g6,2
7,4,4,bad_degree.g6,24
7,4,4,fail_scc_down.g6,14
7,4,5,bad_degree.g6,52
7,4,5,fail_scc_down.g6,82
7,4,5,splits.g6,3
7,4,6,bad_degree.g6,109
7,4,6,fail_scc_down.g6,381
7,4,6,pass_sdepth_up.g6,1
7,4,6,splits.g6,18
7,4,7,bad_degree.g6,181
7,4,7,fail_scc_down.g6,1501
7,4,7,pass_sdepth_up.g6,1
7,4,7,splits.g6,77
7,4,8,bad_degree.g6,271
7,4,8,fail_scc_down.g6,5027
7,4,8,pass_sdepth_up.g6,2
7,4,8,splits.g6,257
7,4,9,bad_degree.g6,332
7,4,9,fail_scc_down.g6,14566
7,4,9,pass_sdepth_up.g6,13
7,4,9,splits.g6,798
7,5,0,bad_degree.g6,1
7,5,10,bad_degree.g6,15
7,5,10,fail_scc_down.g6,102
7,5,10,splits.g6,31
7,5,11,bad_degree.g6,9
7,5,11,fail_scc_down.g6,100
7,5,11,splits.g6,39
7,5,12,bad_degree.g6,5
7,5,12,fail_scc_down.g6,81
7,5,12,splits.g6,45
7,5,13,bad_degree.g6,2
7,5,13,fail_scc_down.g6,53
7,5,13,splits.g6,42
7,5,14,bad_degree.g6,1
7,5,14,fail_scc_down.g6,28
7,5,14,splits.g6,36
7,5,15,bad_degree.g6,1
7,5,15,fail_scc_down.g6,11
7,5,15,splits.g6,19
7,5,15,thin_layer_splits.g6,10
7,5,16,fail_scc_down.g6,3
7,5,16,splits.g6,7
7,5,16,thin_layer_splits.g6,11
7,5,17,fail_scc_down.g6,1
7,5,17,splits.g6,2
7,5,17,thin_layer_splits.g6,7
7,5,18,splits.g6,1
7,5,18,thin_layer_splits.g6,4
7,5,19,thin_layer_splits.g6,2
7,5,1,bad_degree.g6,1
7,5,20,thin_layer_splits.g6,1
7,5,21,thin_layer_splits.g6,1
7,5,2,bad_degree.g6,2
7,5,3,bad_degree.g6,5
7,5,4,bad_degree.g6,9
7,5,4,fail_scc_down.g6,1
7,5,5,bad_degree.g6,15
7,5,5,fail_scc_down.g6,6
7,5,6,bad_degree.g6,22
7,5,6,fail_scc_down.g6,17
7,5,6,splits.g6,2
7,5,7,bad_degree.g6,24
7,5,7,fail_scc_down.g6,35
7,5,7,splits.g6,6
7,5,8,bad_degree.g6,24
7,5,8,fail_scc_down.g6,62
7,5,8,splits.g6,11
7,5,9,bad_degree.g6,21
7,5,9,fail_scc_down.g6,89
7,5,9,splits.g6,21
